地址,建物型態,訂約日期,樓別/樓高,家具,緯度,經度,備註,租金,總面積(坪),出租型態,房型,租賃期間,屋齡,主要用途
中壢區大仁一街２３號六樓之１１,華廈(10層含以下有電梯),113/06/24,六層/六層,冷氣、熱水器、傢俱,24.954392825900243,121.24299491860174,水電費及管理費每月 300 元 由承租人負擔,"4,600",7.42,獨立套房,1房1衛,1130701~1140630,29,住家用
中壢區大仁一街２３號五樓之５,華廈(10層含以下有電梯),113/06/24,五層/六層,冷氣、熱水器、冰箱、傢俱,24.954392825900243,121.24299491860174,水電費及管理費每月 400 元 由承租人負擔,"4,600",7.42,獨立套房,1房1衛,1130701~1140630,29,住家用
中壢區新興路８６之３號４樓,華廈(10層含以下有電梯),113/06/30,四層/七層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.952110384827986,121.2246303007964,管理費550由出租人負擔,"8,450",11.28,獨立套房,1房1衛,1130701~1140630,33,住家用
中壢區松仁路２號八樓之３,住宅大樓(11層含以上有電梯),113/06/25,八層/十三層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.958782080556805,121.17038093228777,水電費/瓦斯費及管理費每月 3500 元 由承租人負擔,"16,500",52.13,整戶出租,3房2廳2衛,1130701~1160630,8,集合住宅
中壢區大仁街５１之８號,華廈(10層含以下有電梯),113/06/25,一層/六層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.956743240040172,121.2411277980676,水電費及管理費每月 600 元 由承租人負擔,"9,400",11.73,獨立套房,1房1衛,1130701~1160630,30,住家用
中壢區中北路３１號三樓之１,華廈(10層含以下有電梯),113/06/26,三層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95606477243885,121.23633327873078,水電費由承租人負擔,"5,000",8.88,獨立套房,1房1衛,1130701~1140630,32,住家用
中壢區環中東路二段３１２巷１０號四樓之６,住宅大樓(11層含以上有電梯),113/06/28,四層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.948672045473213,121.2353685084589,水電費及管理費每月 500 元 由承租人負擔,"6,500",10.94,獨立套房,1房1衛,1130701~1140630,25,住家用
中壢區精忠二街２號１２樓,住宅大樓(11層含以上有電梯),113/06/26,十二層/十四層,冷氣、熱水器、冰箱、瓦斯或天然氣,24.970035248608728,121.25601031942703,,"20,000",52.42,整戶出租,3房1廳1衛,1130701~1140630,22,住家用
中壢區環北路３５２號八樓之１０,住宅大樓(11層含以上有電梯),113/06/18,八層/二十一層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.965518560332953,121.22395144541927,租金已扣除管理費500元。,"12,500",12.49,獨立套房,1房1廳1衛,1130618~1140617,15,住家用
中壢區執信一街１７３之３８號七樓,華廈(10層含以下有電梯),113/06/25,七層/九層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.944640163478592,121.22709234981414,,"11,800",11.31,獨立套房,1房1衛,1130625~1140624,26,住家用
中壢區志成路３之８號５樓,華廈(10層含以下有電梯),113/06/28,五層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.95719748253741,121.20940809914144,,"14,000",50.05,整戶出租,2房1廳1衛,1130701~1140630,35,住家用
中壢區中華路二段３３０號十一樓之２２,住宅大樓(11層含以上有電梯),113/06/28,十一層/十六層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.9645975100066,121.23575533242514,,"13,000",36.02,整戶出租,3房1廳2衛,1130630~1140629,30,住家用
中壢區後寮一路１０１號１２樓,住宅大樓(11層含以上有電梯),113/06/14,十二層/十三層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.94125213282038,121.24566251193275,,"12,000",15.68,獨立套房,1房1衛,1130610~1140609,28,住家用
中壢區永華街４１巷３號３樓,公寓(5樓含以下無電梯),113/06/15,三層/四層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.980162404339993,121.25755668513351,,"18,000",30.89,整戶出租,3房1廳2衛,1130620~1140619,43,住家用
中壢區新興路８６號４樓,華廈(10層含以下有電梯),113/06/12,四層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.952110384827986,121.2246303007964,,"18,000",45.47,整戶出租,3房2廳1衛,1130801~1140731,32,辦公室
中壢區龍陵路１９９號１２樓,住宅大樓(11層含以上有電梯),113/06/15,十二層/十三層,冷氣、熱水器、電視機、冰箱、傢俱,24.935334174883053,121.23146172258573,續租案件;,"25,000",48.17,整戶出租,3房2廳2衛,1130801~1140731,6,集合住宅
中壢區百韜二街５２巷１３號五樓,華廈(10層含以下有電梯),113/06/24,五層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.944107081569708,121.22735873593095,管理費另計400元,"7,600",9.80,獨立套房,1房1衛,1130703~1140702,27,住家用
中壢區興仁路二段９９號七樓之２７,華廈(10層含以下有電梯),113/06/19,七層/十層,冷氣、熱水器、電視機、冰箱、傢俱,24.966808351887106,121.26335252257398,每月管理費700元由承租人負擔，未計入租金,"6,800",10.46,獨立套房,1房1廳1衛,1130715~1140714,18,住家用
中壢區領航南路一段８７號６樓之２,住宅大樓(11層含以上有電梯),113/06/08,六層/二十三層,冷氣、洗衣機、瓦斯或天然氣,25.001181565177408,121.20444987103538,,"29,000",23.68,整戶出租,3房2廳2衛,1130620~1150620,8,集合住宅
中壢區惠州街１１４號八樓,住宅大樓(11層含以上有電梯),113/06/28,八層/十一層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.94681789786829,121.23173074363429,管理費另計2500元 機車位另計0元,"17,500",40.51,整戶出租,2房1廳1衛,1130602~1140601,8,集合住宅
中壢區龍岡路三段６６８巷４３號,透天厝,113/06/25,全/二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.926533917504667,121.24130662674241,,"24,000",34.55,整戶出租,3房2廳3衛,1130701~1140630,43,住家用
中壢區環中東路二段１４８號,透天厝,113/06/24,全/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.949608209555695,121.23712308088656,租賃期間有約定不同租金此為續租案件，前三個月每月提供500元租金優惠。;續租案件;,"8,500",6.70,分租套房,15房15衛,1130712~1140711,29,店舖、住宅、自用儲藏室
中壢區利民路２號,透天厝,113/06/24,全/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.952072327276422,121.23752391885577,有機車位，每月租賃費用為200元整。租金總額含管理費;水費;網路費;續租案件;,"8,500",6.60,分租套房,32房32衛,1130723~1140722,34,商業用
中壢區利民路２號,透天厝,113/06/19,全/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.952072327276422,121.23752391885577,有機車位，每月租賃費用為200元整。租金總額含管理費;水費;網路費;續租案件;,"8,500",5.10,分租套房,32房32衛,1130717~1140716,34,商業用
中壢區興仁路二段６４８巷４６號１２樓,住宅大樓(11層含以上有電梯),113/06/11,十二層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.95771693703018,121.26326385402159,管理費、水電費、瓦斯費由承租人負擔,"15,700",25.79,整戶出租,2房1廳1衛,1130610~1160609,13,住家用
中壢區仁德三街７０號,華廈(10層含以下有電梯),113/06/12,一層/五層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.953256532302984,121.26348213966843,續租案件;,"10,000",16.09,整戶出租,2房2廳1衛,1130711~1140710,27,住家用
中壢區龍山街２８號１０２室,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.948354791120575,121.23039675643425,,"7,000",8.77,分租套房,40房40衛,1130628~1140627,18,住宅、機電空間
中壢區高鐵站前西路二段２６０號二樓,透天厝,113/06/15,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"15,500",13.26,分租套房,8房8衛,1130624~1140623,0,住宅、梯間
中壢區高鐵站前西路二段２６０號二樓,透天厝,113/06/15,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"15,500",13.26,分租套房,8房8衛,1130624~1140623,0,住宅、梯間
中壢區高鐵站前西路二段２６０二樓,透天厝,113/06/20,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"13,500",9.86,分租套房,8房8衛,1130622~1140621,0,住宅、梯間
中壢區高鐵站前西路二段２６０二樓,透天厝,113/06/20,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"13,500",9.86,分租套房,8房8衛,1130622~1140621,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/17,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"13,200",9.86,分租套房,8房8衛,1130618~1140617,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/17,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"13,200",9.86,分租套房,8房8衛,1130618~1140617,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/17,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"11,200",9.86,分租套房,8房8衛,1130618~1140617,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/17,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;電費;其他(清潔費);,"11,200",9.86,分租套房,8房8衛,1130618~1140617,0,住宅、梯間
中壢區龍山街２８號２０６室,透天厝,113/06/26,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.948354791120575,121.23039675643425,,"7,200",6.00,分租套房,40房40衛,1130701~1140630,18,住宅、機電空間
中壢區龍山街２８號４０２室,透天厝,113/06/16,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.948354791120575,121.23039675643425,,"8,300",6.00,分租套房,40房40衛,1130619~1140618,18,住宅、機電空間
中壢區高鐵站前西路二段２６０號２樓,透天厝,113/06/15,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水費、電費、清潔費);,"13,500",9.86,分租套房,8房8衛,1130615~1140614,0,住宅、梯間
中壢區龍山街２８號４０４室,透天厝,113/06/12,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.948354791120575,121.23039675643425,,"9,500",6.00,分租套房,40房40衛,1130616~1140615,18,住宅、機電空間
中壢區高鐵站前西路二段２６０二樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",9.86,分租套房,8房8衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２６０號２樓,透天厝,113/06/15,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",9.86,分租套房,8房8衛,1130615~1140614,0,住宅、梯間
中壢區高鐵站前西路二段２６２號２樓,透天厝,113/06/14,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",9.86,分租套房,8房8衛,1130615~1140614,0,住宅、梯間
中壢區高鐵站前西路二段２６２號２樓,透天厝,113/06/14,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",9.86,分租套房,8房8衛,1130615~1140614,0,住宅、梯間
中壢區龍山街２８號４０７室,透天厝,113/06/27,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.948354791120575,121.23039675643425,,"13,000",6.00,分租套房,40房40衛,1130630~1130829,18,住宅、機電空間
中壢區高鐵站前西路二段２６２號２樓,透天厝,113/06/13,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",9.86,分租套房,8房8衛,1130615~1140614,0,住宅、梯間
中壢區高鐵站前西路二段２６２號２樓,透天厝,113/06/13,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",9.86,分租套房,8房8衛,1130615~1140614,0,住宅、梯間
中壢區中園路９１巷３１號２樓,公寓(5樓含以下無電梯),113/06/24,二層/三層,冷氣、熱水器、洗衣機、電視機、冰箱,24.966909176368063,121.23549232401211,,"12,000",12.72,獨立套房,1房1廳1衛,1130627~1140626,45,住家用
中壢區龍山街２８號４０８室,透天厝,113/06/16,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,24.948354791120575,121.23039675643425,,"9,000",6.00,分租套房,40房40衛,1130620~1140619,18,住宅、機電空間
中壢區高鐵站前東路一段９９號１５樓之１,住宅大樓(11層含以上有電梯),113/06/15,十五層/十七層,冷氣、熱水器、瓦斯或天然氣,25.012312165487376,121.2181014563183,,"31,071",50.93,整戶出租,3房2廳2衛,1130615~1140614,3,集合住宅
中壢區高鐵南路二段３６２號７樓,住宅大樓(11層含以上有電梯),113/06/16,七層/二十五層,冷氣、熱水器、洗衣機,25.001816308493527,121.20243980431826,租金總額含管理費;,"23,000",12.12,獨立套房,1房1廳1衛,1130620~1140619,5,集合住宅
中壢區長樂街３２巷８之１號,公寓(5樓含以下無電梯),113/06/30,二層/四層,冷氣、熱水器、洗衣機、傢俱,24.977639191182746,121.24947883810148,水電費由承租人負擔,"18,000",21.04,整戶出租,2房2廳1衛,1130701~1140630,44,住家用
中壢區大仁二街１０號六樓之３,華廈(10層含以下有電梯),113/06/30,六層/八層,冷氣、熱水器、冰箱、網路、傢俱,24.954645910067505,121.24281715798033,"承租人負擔管理費497元.水費.電費.網路費500元
機車位一個","6,000",6.62,獨立套房,1房1衛,1130701~1140630,21,住家用
中壢區華美三路２８５號十二樓,住宅大樓(11層含以上有電梯),113/06/24,十二層/十五層,冷氣、熱水器、瓦斯或天然氣,24.947440440639163,121.25937008815364,水、電、瓦斯費及管理費每月 3000 元 由承租人負擔未租賃車位，建物登記含有車位面積;,"22,000",52.12,整戶出租,4房2廳2衛,1130701~1140630,8,集合住宅
中壢區龍和二街３５６號七樓,華廈(10層含以下有電梯),113/06/27,七層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.93996147056862,121.24542230435604,每月管理費1000由承租人自付,"14,000",36.46,整戶出租,3房2廳2衛,1130701~1140630,30,住家用
中壢區光輝五街１５號,公寓(5樓含以下無電梯),113/06/20,一層/五層,冷氣、熱水器、洗衣機、電視機、傢俱,24.964145700083456,121.2182442823762,,"15,000",32.20,整戶出租,2房2廳2衛,1130701~1140630,38,住家用
中壢區中央西路一段７６巷２３弄８號五樓之十一,華廈(10層含以下有電梯),113/06/16,五層/八層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95884123182587,121.22149319105256,水、電費及管理費每月 400 元 由承租人負擔續租案件;,"7,600",10.07,獨立套房,1房1衛,1130711~1140710,42,住宅、辦公室、套房
中壢區領航南路一段１０１號１１樓,住宅大樓(11層含以上有電梯),113/06/21,十一層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,25.00117985805788,121.20568823438153,每月管理費5357元由出租人自付。未租賃車位，建物登記含有車位面積;,"22,643",75.02,整戶出租,3房2廳2衛,1130701~1140630,10,集合住宅
中壢區新中一街３６號４樓之３,華廈(10層含以下有電梯),113/06/18,四層/五層,冷氣、熱水器、傢俱,24.959582493434397,121.2440053672602,租金總額含水費;網路費;,"8,800",9.12,獨立套房,1房1衛,1130825~1140824,5,集合住宅
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"11,500",9.86,分租套房,8房8衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"11,500",9.86,分租套房,8房8衛,1130625~1140624,0,住宅、梯間
中壢區福壽七街７號五樓,華廈(10層含以下有電梯),113/06/25,五層/七層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.96601899318072,121.2331928787201,水、電、瓦斯費由承租人負擔,"16,000",33.38,整戶出租,3房2廳2衛,1130711~1140710,30,住家用
中壢區中園路２２號七樓之６,住宅大樓(11層含以上有電梯),113/06/21,七層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.965137200384493,121.23702407622548,社會住宅,"10,000",18.36,獨立套房,1房1衛,1130710~1140709,17,住家用
中壢區實踐路２２５號七樓之４５,華廈(10層含以下有電梯),113/06/30,七層/十層,冷氣、熱水器、電視機、冰箱、傢俱,24.95719895851164,121.23845477000322,水、電費由承租人負擔,"6,500",8.48,獨立套房,1房1衛,1130706~1140705,20,住家用
中壢區實踐路２２５號六樓之６２,華廈(10層含以下有電梯),113/06/30,六層/十層,冷氣、熱水器、電視機、冰箱、傢俱,24.95719895851164,121.23845477000322,水、電費由承租人負擔,"6,500",8.59,獨立套房,1房1衛,1130706~1140705,20,住家用
中壢區中明路１２９號三樓,公寓(5樓含以下無電梯),113/06/28,三層/五層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.957851124167927,121.21324184245225,,"13,000",31.44,整戶出租,3房1廳2衛,1130801~1140731,41,住家用
中壢區榮民路２４１巷４０弄２１衖６號,透天厝,113/06/17,全/一層,冷氣、熱水器,24.96434525145782,121.26241630919243,社會住宅 水電費由承租人負擔續租案件;,"8,000",13.65,整戶出租,2房1廳1衛,1130801~1140731,53,住家用
中壢區延平路４５０號十一樓,住宅大樓(11層含以上有電梯),113/06/28,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.958458316300703,121.22398818789375,社宅續租案件;,"15,000",24.94,整戶出租,2房2廳1衛,1130710~1140709,32,辦公室
中壢區青峰路一段１１３號７樓,住宅大樓(11層含以上有電梯),113/06/21,七層/十六層,冷氣、熱水器、洗衣機、冰箱、傢俱,25.015705434734393,121.21904871875559,"水費、電費、瓦斯費、網路費及每月管理費+停車位管理費依管委會規定由承租人負擔。
此物件為共有住戶","26,000",35.56,整戶出租,2房1廳1衛,1130621~1140620,1,集合住宅
中壢區大仁一街２５號四樓之１１,華廈(10層含以下有電梯),113/06/29,四層/六層,冷氣、熱水器、冰箱、傢俱,24.954392825900243,121.24299491860174,水電費及管理費每月 400 元 由承租人負擔,"4,600",7.39,獨立套房,1房1衛,1130701~1140630,29,住家用
中壢區環北路４５３號四樓之２,華廈(10層含以下有電梯),113/06/21,四層/四層,冷氣、熱水器、電視機、冰箱、網路、傢俱,24.965874825148443,121.22717092017822,社宅租金總額含水費;網路費;續租案件;,"7,300",9.34,獨立套房,1房1衛,1130721~1140720,17,住家用
中壢區協同街６８巷１６號,透天厝,113/06/24,全/二層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.95477846458812,121.23901459015083,,"23,000",46.16,整戶出租,4房2廳3衛,1130628~1140627,38,住宅、停車空間
中壢區華美一路１４３號六樓,住宅大樓(11層含以上有電梯),113/06/20,六層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.953070778698805,121.26130307332741,社會住宅,"22,700",46.75,整戶出租,3房1廳1衛,1130701~1140630,18,住家用
中壢區永福路９７１號九樓之１,住宅大樓(11層含以上有電梯),113/06/23,九層/十二層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.963134254354703,121.25266834524143,社會住宅,"17,000",49.11,整戶出租,3房1廳2衛,1130730~1140729,30,住家用
中壢區中央西路一段１１號九樓之二,住宅大樓(11層含以上有電梯),113/06/21,九層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.957213846284645,121.22301540290267,社宅,"7,000",8.45,獨立套房,1房1衛,1130701~1140831,42,住家用
中壢區南園二路２９６巷３５號四樓,住宅大樓(11層含以上有電梯),113/06/30,四層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.972419907883793,121.22748998097575,水電費及管理費每月 2032 元由承租人負擔續租案件;,"13,000",34.19,整戶出租,2房2廳1衛,1130710~1140709,6,集合住宅
中壢區內江街２７號十一樓,住宅大樓(11層含以上有電梯),113/06/30,十一層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.947819581422557,121.23202969722611,水電費/瓦斯費及管理費每月 2500 元由承租人負擔續租案件;,"19,500",38.49,整戶出租,2房2廳1衛,1130712~1140711,12,集合住宅
中壢區惠州街５號二樓,華廈(10層含以下有電梯),113/06/30,二層/五層,冷氣、熱水器、傢俱,24.948095741542303,121.23440685459015,水電費由承租人負擔續租案件;,"19,667",55.75,整戶出租,3房2廳2衛,1130715~1140714,19,住家用
中壢區龍岡路二段７３巷３７號６樓,華廈(10層含以下有電梯),113/06/14,六層/七層,冷氣、熱水器、電視機、冰箱、傢俱,24.94653207097143,121.22973979777996,管理費、機車停車費、水電費、瓦斯費由承租人負擔,"7,100",8.88,獨立套房,1房1衛,1130625~1140624,17,住家用
中壢區高鐵南路２段２６２號６樓,住宅大樓(11層含以上有電梯),113/06/25,六層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,25.003024021860394,121.2039674734145,,"18,200",23.91,獨立套房,1房1衛,1130627~1140626,9,集合住宅
中壢區榮安一街５０８號十一樓,住宅大樓(11層含以上有電梯),113/06/27,十一層/十四層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.96559667491159,121.25404013276614,管理費另計1500元,"19,500",57.08,整戶出租,3房2廳2衛,1130701~1140630,21,住家用
中壢區龍岡路２段７３巷３１號６樓,華廈(10層含以下有電梯),113/06/16,六層/七層,冷氣、熱水器、電視機、冰箱、傢俱,24.94653207097143,121.22973979777996,,"7,300",8.88,獨立套房,1房1衛,1130712~1140711,17,住家用
中壢區領航南路二段３９２號三樓,住宅大樓(11層含以上有電梯),113/06/30,三層/二十層,冷氣、熱水器,25.006193485740315,121.21637668337618,水、電、瓦斯費及管理費每月 1500 元 由承租人負擔續租案件;,"18,000",21.48,整戶出租,2房1廳1衛,1130720~1140719,2,集合住宅
中壢區徐州街１號十一樓之１,住宅大樓(11層含以上有電梯),113/06/21,十一層/十三層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.950315101993866,121.2354409512477,租金總額含管理費;,"33,000",48.98,整戶出租,3房2廳2衛,1130621~1140620,13,集合住宅
中壢區高鐵站前西路二段１１９號４樓,住宅大樓(11層含以上有電梯),113/06/25,四層/十一層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路、傢俱,25.00690896388316,121.22099477736695,租金總額含管理費;水費;瓦斯費;網路費;租賃建物部分範圍，且未計入共有部分面積;未租賃車位，建物登記含有車位面積;,"7,500",2.30,分租雅房,4房1廳2衛,1130702~1140701,11,集合住宅
中壢區龍和二街３７８號１２樓,住宅大樓(11層含以上有電梯),113/06/28,十二層/十四層,冷氣、熱水器、瓦斯或天然氣,24.94003513399935,121.24455107282056,每個月管理費2166元由承租人負擔,"19,834",38.21,整戶出租,2房1廳1衛,1130701~1140630,2,集合住宅
中壢區仁德三街６８號三樓,華廈(10層含以下有電梯),113/06/21,三層/五層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.953274677586972,121.26343266295227,續租案件;,"9,500",16.25,整戶出租,2房2廳1衛,1130715~1140714,27,住家用
中壢區中華路二段３３０號１６樓之８,住宅大樓(11層含以上有電梯),113/06/17,十六層/十六層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.9645975100066,121.23575533242514,,"10,000",16.76,獨立套房,1房1廳1衛,1130620~1140619,30,住家用
中壢區新興路８６之４號六樓,華廈(10層含以下有電梯),113/06/19,六層/七層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.952110384827986,121.2246303007964,管理費另計500元續租案件;,"11,500",13.23,獨立套房,1房1衛,1130720~1140719,32,住家用
中壢區龍岡路一段２８８號４樓,公寓(5樓含以下無電梯),113/06/27,四層/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.947149393655916,121.22753266467603,租賃建物部分範圍，且未計入共有部分面積;,"9,000",5.14,分租套房,8房8衛,1130701~1140630,17,住家用
中壢區福州二街３７６號,店面（店舖),113/06/24,見其他登記事項/八層,熱水器、瓦斯或天然氣、傢俱,24.967286158079265,121.2311450968973,"租金已扣除管理費660元。
租賃期間含免租金裝潢期113年07月01日至113年07月31日。含增建或未登記建物;","31,340",40.92,,2房2廳2衛,1130701~1160630,31,住商用
中壢區龍岡路二段７３巷１１號６樓,華廈(10層含以下有電梯),113/06/18,六層/七層,冷氣、熱水器、電視機、冰箱、傢俱,24.94653207097143,121.22973979777996,管理費、水電費、瓦斯費由承租人負擔,"7,000",8.88,獨立套房,1房1衛,1130620~1140619,17,住家用
中壢區榮安三街１７７號８樓,華廈(10層含以下有電梯),113/06/18,八層/十層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.961801542927326,121.26111352449364,管理費、水電費、瓦斯費由承租人負擔,"9,200",12.93,獨立套房,1房1衛,1130701~1140630,22,住家用
中壢區林森路２３號４樓之３,華廈(10層含以下有電梯),113/06/18,四層/七層,熱水器、冰箱、瓦斯或天然氣、傢俱,24.947260826597145,121.22549293322754,管理費、水電費、瓦斯費由承租人負擔續租案件;,"15,000",29.80,整戶出租,2房2廳2衛,1130705~1140704,28,住家用
中壢區高鐵南路二段３６６號１６樓,住宅大樓(11層含以上有電梯),113/06/18,十六層/二十五層,冷氣、熱水器、洗衣機、冰箱、傢俱,25.001816308493527,121.20243980431826,管理費、水電費、瓦斯費由承租人負擔未租賃車位，建物登記含有車位面積;續租案件;,"16,500",19.57,獨立套房,1房1衛,1130701~1160630,5,集合住宅
中壢區中園路２２號７樓之１５,住宅大樓(11層含以上有電梯),113/06/19,七層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.965137200384493,121.23702407622548,管理費、停車費、水電費、瓦斯費由承租人負擔,"18,000",35.60,整戶出租,2房2廳1衛,1130621~1140620,17,住家用
中壢區龍東路２５５巷１８３號９樓,住宅大樓(11層含以上有電梯),113/06/20,九層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.930970553168265,121.25002840080953,管理費、停車費、水電費、瓦斯費由承租人負擔續租案件;,"20,500",42.95,整戶出租,3房2廳2衛,1130703~1140702,10,集合住宅
